11	1	update	clergy	15	James Marshall	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 3, "consecrator_id": null, "co_consecrators": []}	10.204.96.7	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:14:44.902713
12	1	update	clergy	14	Aedan Gilchrist	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 2, "consecrator_id": null, "co_consecrators": []}	10.204.184.207	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:15:24.441867
13	1	update	clergy	2	Joseph S. Selway	{"rank": "Bishop", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 17, "consecrator_id": 1, "co_consecrators": []}	10.204.184.207	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:15:47.231823
14	1	update	clergy	8	Damien Dutertre	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.89.93	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:16:02.809066
15	1	update	clergy	11	Michael DeSaye	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.145.29	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:16:26.241801
16	1	update	clergy	12	Tobias Bayer	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.9.242	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:17:39.532782
17	1	update	clergy	10	Henry de La Chanonie	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.184.207	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:17:50.871804
18	1	update	clergy	9	Luke Petrizzi	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.96.7	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:18:06.763048
19	1	update	clergy	4	Nicolás E. Despósito	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.96.7	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:18:18.360671
20	1	create	comment	1	Comment on Federico Palma	{"clergy_id": 5, "clergy_name": "Federico Palma", "content": "Ordained by Bp. Dolan?", "field_name": "ordaining_bishop_id", "is_public": true}	10.204.89.93	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:18:40.035652
21	1	create	clergy	19	Robert L. Neville	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": "1996-06-22", "date_of_consecration": "2005-04-28", "date_of_death": null}	10.204.89.93	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-20 03:33:56.538675
22	1	update	clergy	17	Robert Fidelis McKenna, O.P.	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.96.7	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-21 13:58:10.407111
23	1	create	clergy	21	Franco Munari	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1987-11-25", "date_of_death": null}	10.204.19.148	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-21 19:30:43.635594
24	1	create	organization	3	Institute of the Mother of Good Counsel	{"name": "Institute of the Mother of Good Counsel", "abbreviation": "IMBC", "description": "", "color": "#0aadff"}	10.204.36.204	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-21 19:32:34.713805
25	1	update	clergy	21	Franco Munari	{"rank": "Bishop", "organization": "Institute of the Mother of Good Counsel", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1987-11-25", "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": 20, "co_consecrators": []}	10.204.2.242	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-21 19:35:45.360377
26	1	update	clergy	17	Robert Fidelis McKenna, O.P.	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": 20, "co_consecrators": []}	10.204.118.37	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-21 19:36:22.606038
27	1	login	user	1	admin	{"login_method": "password"}	10.204.145.29	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-22 03:28:24.786721
28	1	generate_invite	admin_invite	2	User invite for 53ea1d56...	{"token": "53ea1d56-1515-4cfd-88a2-73d0c2a95149", "expires_at": "2025-07-23T03:29:01.281462", "invited_by": 1, "role_id": "6", "role_name": "Admin", "expires_in_hours": 24, "max_uses": 1}	10.204.32.63	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-22 03:29:01.29561
29	2	create	user	2	andreas.ripensis	{"username": "andreas.ripensis", "role": "Admin", "invited_by": 1, "invite_token": "53ea1d56-1515-4cfd-88a2-73d0c2a95149"}	10.204.89.93	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:140.0) Gecko/20100101 Firefox/140.0	2025-07-22 03:37:08.812338
30	2	login	user	2	andreas.ripensis	{"login_method": "password"}	10.204.145.29	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:140.0) Gecko/20100101 Firefox/140.0	2025-07-22 03:37:20.693997
31	1	update	clergy	18	Richard Williamson	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 16, "consecrator_id": 16, "co_consecrators": []}	10.204.96.7	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-22 03:48:10.486595
32	1	create	clergy	22	Pierre Martin Ngô Đình Thục	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1938-05-04", "date_of_death": null}	10.204.145.29	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-23 22:35:53.859106
33	1	create	clergy	23	Michel Louis Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1984-05-30", "date_of_death": null}	10.204.89.93	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-23 22:37:03.035282
34	1	update	clergy	17	Robert Fidelis McKenna, O.P.	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": 23, "co_consecrators": []}	10.204.32.63	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-23 22:37:30.350826
35	1	update	clergy	21	Franco Munari	{"rank": "Bishop", "organization": "Institute of the Mother of Good Counsel", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1987-11-25", "date_of_death": null, "ordaining_bishop_id": 23, "consecrator_id": 20, "co_consecrators": []}	10.204.9.242	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-23 22:38:31.765189
36	1	update	clergy	21	Franco Munari	{"rank": "Bishop", "organization": "Institute of the Mother of Good Counsel", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1987-11-25", "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": 23, "co_consecrators": []}	10.204.220.3	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36	2025-07-23 22:39:06.69509
37	1	login	user	1	admin	{"login_method": "password"}	10.204.174.107	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:16:48.582286
38	1	update	clergy	1	Donald J. Sanborn	{"rank": "Bishop", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "2002-06-19", "date_of_death": null, "ordaining_bishop_id": 16, "consecrator_id": 17, "co_consecrators": []}	10.204.190.114	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:17:28.352207
39	1	update	clergy	2	Joseph S. Selway	{"rank": "Bishop", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 17, "consecrator_id": 1, "co_consecrators": []}	10.204.102.141	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:28:08.238788
40	1	update	clergy	3	Germán Fliess	{"rank": "Bishop", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": 1, "co_consecrators": []}	10.204.30.52	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:30:31.213626
42	1	update	clergy	15	James Marshall	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 3, "consecrator_id": null, "co_consecrators": []}	10.204.246.129	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:33:07.398531
43	1	update	clergy	7	Philip A. Eldracher	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.187.8	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:34:03.334672
45	1	update	clergy	8	Damien Dutertre	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.0.37	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:36:35.178571
46	1	update	clergy	14	Aedan Gilchrist	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 2, "consecrator_id": null, "co_consecrators": []}	10.204.223.172	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:37:06.343481
47	1	update	clergy	10	Henry de La Chanonie	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.223.172	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:37:34.358076
51	1	update	clergy	17	Robert Fidelis McKenna, O.P.	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": 23, "co_consecrators": []}	10.204.186.24	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:51:50.394792
41	1	update	clergy	6	Ojciec Rafal Trytek	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.70.119	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:30:53.416949
44	1	update	clergy	13	Gregory Barnes	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.163.65	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:34:34.063507
48	1	update	clergy	4	Nicolás E. Despósito	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.218.158	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:38:00.165479
49	1	update	clergy	11	Michael DeSaye	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.174.107	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:38:35.349684
50	1	update	clergy	11	Michael DeSaye	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.0.37	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:38:53.864814
52	1	update	clergy	20	Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.163.65	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:52:49.540034
53	1	update	clergy	20	Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.186.24	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:53:17.807719
54	1	update	clergy	19	Robert L. Neville	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": "1996-06-22", "date_of_consecration": "2005-04-28", "date_of_death": null, "ordaining_bishop_id": 18, "consecrator_id": 17, "co_consecrators": []}	10.204.223.172	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:54:35.031422
55	1	update	clergy	20	Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.223.172	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:54:51.735142
56	1	update	clergy	16	Marcel Lefebvre	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.186.24	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:57:15.543451
57	1	update	clergy	18	Richard Williamson	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 16, "consecrator_id": 16, "co_consecrators": []}	10.204.252.215	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 21:59:19.335895
58	1	update	clergy	20	Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.246.129	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 22:00:18.136627
59	1	update	clergy	20	Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.186.24	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 22:00:39.137485
60	1	update	clergy	20	Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.70.119	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 22:01:28.706407
61	1	update	clergy	20	Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.246.129	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 22:01:48.141517
62	1	update	clergy	22	Pierre Martin Ngô Đình Thục	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1938-05-04", "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": null, "co_consecrators": []}	10.204.246.129	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 22:03:15.73071
63	1	update	clergy	23	Michel Louis Guérard des Lauriers, O.P.	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1984-05-30", "date_of_death": null, "ordaining_bishop_id": null, "consecrator_id": 22, "co_consecrators": []}	10.204.70.119	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 22:03:56.910037
102	1	create	clergy	37	Luigi Boni	{"rank": "Bishop", "organization": "Independent", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": "1982-04-18", "date_of_death": null}	10.204.177.160	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36	2025-09-14 19:19:20.698068
64	1	update	clergy	12	Tobias Bayer	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.246.129	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 22:04:42.398345
65	1	update	clergy	9	Luke Petrizzi	{"rank": "Priest", "organization": "Roman Catholic Institute", "date_of_birth": null, "date_of_ordination": null, "date_of_consecration": null, "date_of_death": null, "ordaining_bishop_id": 1, "consecrator_id": null, "co_consecrators": []}	10.204.0.37	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36	2025-08-27 22:05:17.523978
